"","experience","wage_h","logwage_h","school","school_father","school_mother","married","male","d_north","d_centre","d_south","d_partime","d_agri","d_indu","d_pa"
"2617",12,12.51802,2.527169,13,5,5,1,1,0,1,0,0,0,0,1
"2618",15,9.096947,2.207939,18,18,13,1,0,0,1,0,0,0,0,1
"2619",38,12.31068,2.510467,13,8,8,1,1,0,1,0,0,0,0,1
"2620",27,7.041711,1.951851,8,0,0,1,1,0,1,0,0,0,0,0
"2621",37,14.03418,2.641496,11,8,8,1,0,1,0,0,0,0,0,0
"2624",23,4.609119,1.528037,8,5,5,1,1,0,0,1,0,0,1,0
"2625",10,11.07961,2.405107,13,5,5,1,1,0,1,0,0,0,0,0
"2626",6,14.12651,2.648053,13,8,5,1,0,0,1,0,0,0,0,1
"2627",35,7.75573,2.048432,5,0,0,1,1,0,1,0,0,0,0,0
"2628",9,11.81826,2.469646,18,13,13,1,1,0,1,0,0,0,0,1
"2629",8,11.81826,2.469646,18,13,8,1,0,0,1,0,0,0,0,1
"2630",25,22.15923,3.098254,18,13,13,1,1,0,1,0,0,0,0,1
"2631",20,13.29554,2.587428,13,8,8,1,0,0,1,0,0,0,0,1
"2632",7,10.2589,2.328146,13,13,5,1,1,0,1,0,0,0,0,1
"2636",32,6.278448,1.837123,5,5,5,1,1,0,1,0,0,0,0,0
"2637",24,3.693205,1.306495,5,0,0,1,0,0,1,0,1,0,0,0
"2638",14,14.77282,2.692789,13,13,8,1,1,0,1,0,0,0,0,0
"2639",20,5.170487,1.642967,5,0,0,1,0,0,1,0,0,0,1,0
"2640",23,7.75573,2.048432,8,0,0,1,1,0,1,0,0,0,1,0
"2641",16,5.761399,1.75118,11,5,0,1,0,0,1,0,0,0,1,0
"2642",30,11.69515,2.459174,8,0,0,0,0,0,1,0,0,0,0,1
"2643",23,6.647768,1.894281,13,5,0,1,1,0,1,0,0,0,1,0
"2644",12,5.170487,1.642967,8,0,0,1,0,0,1,0,1,0,0,0
"2645",15,7.386409,1.999642,8,5,5,1,1,0,1,0,0,0,0,0
"2646",9,13.33657,2.59051,18,5,5,1,0,0,1,0,0,0,0,1
"2647",20,5.724467,1.74475,8,5,5,1,0,0,1,0,0,0,0,0
"2649",11,9.454604,2.246502,11,5,5,1,1,0,1,0,0,0,0,0
"2650",4,7.38641,1.999642,13,13,8,1,0,0,1,0,0,0,0,0
"2651",20,11.07961,2.405107,13,8,5,1,1,0,1,0,0,0,0,1
"2652",19,21.33852,3.060514,18,8,8,1,0,0,1,0,0,0,0,1
"2653",17,8.384573,2.126394,13,8,5,0,1,0,1,0,0,0,0,1
"2655",17,9.71896,2.274079,13,5,8,1,1,0,1,0,0,0,0,1
"2656",5,5.761399,1.75118,5,8,5,1,1,0,1,0,0,0,0,0
"2657",4,7.583381,2.025959,8,0,0,1,0,0,1,0,1,0,0,0
"2665",9,7.386409,1.999642,5,0,0,1,1,0,0,1,0,0,0,0
"2666",18,11.07961,2.405107,13,8,5,0,0,0,0,1,0,0,0,1
"2667",20,5.334629,1.674219,8,0,0,1,1,0,0,1,0,0,1,0
"2668",5,5.318215,1.671138,13,5,5,1,0,0,0,1,1,0,0,1
"2669",29,6.647768,1.894281,5,0,0,1,1,0,0,1,0,0,0,0
"2670",15,11.07961,2.405107,13,5,8,1,1,0,0,1,0,0,0,1
"2671",35,11.07961,2.405107,13,5,5,1,1,0,0,1,0,0,0,0
"2672",25,12.77649,2.547607,8,0,0,1,1,0,0,1,0,0,1,0
"2673",18,18.46602,2.915932,18,5,5,0,0,0,0,1,0,0,0,1
"2674",27,12.66242,2.538638,13,18,8,1,0,0,0,1,0,0,0,1
"2676",10,18.46602,2.915932,13,13,8,1,1,0,0,1,0,0,0,1
"2677",21,11.41536,2.43496,13,13,5,0,0,0,0,1,0,0,0,1
"2679",5,9.145079,2.213216,8,0,0,1,1,0,0,1,0,0,0,1
"2680",7,11.81826,2.469646,13,5,8,1,0,0,0,1,0,0,0,1
"2681",25,9.602332,2.262006,16,5,5,1,1,0,0,1,0,0,0,1
"2682",14,9.848546,2.287324,18,5,5,1,0,0,0,1,0,0,0,1
"2683",5,11.48997,2.441475,13,13,8,1,1,0,0,1,0,0,0,1
"2684",12,12.92622,2.559258,13,18,18,1,0,0,0,1,0,0,0,0
"2685",4,3.545476,1.265673,0,5,5,1,1,0,0,1,0,0,0,0
"2686",27,24.62136,3.203614,13,5,5,1,1,0,0,1,0,0,0,1
"2687",14,10.88264,2.387169,13,13,13,0,0,0,0,1,0,0,0,1
"2689",21,5.170487,1.642967,8,5,5,1,1,0,0,1,0,1,0,0
"2690",8,11.36371,2.430425,11,5,5,1,1,0,0,1,0,0,1,0
"2691",3,2.462137,0.9010295,5,5,0,1,0,0,0,1,0,1,0,0
"2694",18,8.494371,2.139404,11,5,5,1,1,1,0,0,0,0,1,0
"2698",31,9.602332,2.262006,18,0,18,0,0,1,0,0,0,0,0,1
"2699",20,9.233012,2.222785,13,8,8,1,0,1,0,0,0,0,0,0
"2702",6,7.386409,1.999642,8,8,8,0,0,1,0,0,0,0,0,0
"2704",11,12.12129,2.494963,13,5,5,1,1,0,1,0,0,0,0,1
"2705",9,12.44027,2.520939,13,13,8,1,0,0,1,0,0,0,0,0
"2706",28,12.77649,2.547607,11,5,5,1,1,0,1,0,0,0,0,1
"2708",10,9.027834,2.200312,13,13,13,1,1,0,1,0,0,0,0,1
"2709",10,7.75573,2.048432,13,0,0,1,0,0,1,0,0,0,0,0
"2710",31,7.681866,2.038862,5,0,0,1,1,0,1,0,0,0,1,0
"2711",25,13.13139,2.575006,13,5,0,1,0,0,1,0,0,0,0,1
"2712",22,6.647768,1.894281,13,5,5,1,1,0,1,0,0,0,1,0
"2713",21,6.770876,1.91263,13,8,5,1,0,0,1,0,0,0,0,1
"2714",30,7.386409,1.999642,13,5,5,1,1,0,1,0,0,0,1,0
"2715",20,6.50004,1.871808,13,5,5,1,0,0,1,0,0,0,0,0
"2716",25,10.34097,2.336114,8,5,5,1,1,0,1,0,0,0,0,1
"2717",17,9.71896,2.274079,13,0,5,1,1,0,1,0,0,0,0,1
"2718",13,9.71896,2.274079,13,5,8,1,0,0,1,0,0,0,0,1
"2719",15,8.494371,2.139404,8,5,5,1,1,0,1,0,0,0,1,0
"2720",24,9.71896,2.274079,8,5,5,1,0,0,1,0,0,0,1,0
"2721",30,6.647768,1.894281,5,0,0,1,1,0,1,0,0,0,1,0
"2722",24,9.233012,2.222785,11,0,0,1,1,0,1,0,0,0,0,1
"2723",30,9.971653,2.299746,11,0,0,1,1,0,1,0,0,0,1,0
"2724",23,10.2589,2.328146,13,5,5,0,1,0,0,1,0,0,0,1
"2725",32,9.027834,2.200312,13,5,5,1,1,0,0,1,0,0,0,1
"2726",7,11.48997,2.441475,13,18,18,0,0,0,0,1,0,0,0,0
"2727",25,17.58669,2.867142,18,13,8,1,1,0,0,1,0,0,0,0
"2728",20,10.2589,2.328146,18,18,8,1,0,0,0,1,0,0,0,1
"2729",14,11.90033,2.476566,8,5,5,1,1,0,0,1,0,0,0,1
"2732",24,11.66275,2.4564,8,5,5,1,1,0,0,1,0,0,0,0
"2733",28,8.941443,2.190697,5,0,0,1,1,1,0,0,0,0,0,1
"2735",24,44.72881,3.800618,18,18,18,1,1,0,0,1,0,0,0,1
"2736",25,18.46602,2.915932,18,18,18,1,0,0,0,1,0,0,0,1
"2738",27,11.66275,2.4564,13,8,5,1,1,1,0,0,0,0,0,1
"2740",27,10.55201,2.356317,8,5,5,1,1,0,1,0,0,0,0,0
"2741",21,11.32583,2.427086,13,5,5,1,0,0,1,0,0,0,0,1
"2743",30,26.85967,3.290626,13,8,5,1,1,0,1,0,0,0,1,0
"2745",8,11.07961,2.405107,13,5,5,1,1,0,1,0,0,0,1,0
"2746",7,7.608002,2.029201,13,18,5,1,0,0,1,0,0,0,0,0
"2747",18,10.90375,2.389107,13,5,8,1,1,1,0,0,0,0,1,0
"2748",17,9.848546,2.287324,13,0,0,1,0,1,0,0,0,0,0,1
"2749",15,13.9953,2.638722,18,13,8,1,1,1,0,0,0,0,0,0
"2750",19,18.46602,2.915932,18,13,13,1,0,1,0,0,0,0,0,1
"2751",11,17.23496,2.84694,13,5,5,1,1,1,0,0,0,0,0,0
"2752",10,10.2589,2.328146,13,5,5,1,0,1,0,0,0,0,0,1
"2753",6,4.343209,1.468613,13,13,8,0,1,1,0,0,0,0,0,0
"2754",13,9.602332,2.262006,8,5,5,1,1,1,0,0,0,0,0,1
"2755",12,9.191977,2.218331,13,8,5,1,0,1,0,0,0,0,0,0
"2757",12,8.309711,2.117425,8,5,5,0,0,1,0,0,1,0,0,0
"2760",36,10.8334,2.382634,13,5,5,0,1,1,0,0,0,0,0,1
"2761",20,7.017089,1.948349,13,0,0,1,0,0,0,1,0,0,0,0
"2762",16,10.34097,2.336114,8,8,8,1,1,1,0,0,0,0,0,0
"2765",25,8.125051,2.094952,11,5,5,0,0,0,1,0,0,0,0,1
"2766",29,11.48997,2.441475,13,0,5,0,0,0,1,0,0,0,0,1
"2767",28,7.694177,2.040464,5,5,5,0,0,0,1,0,0,0,0,1
"2768",32,5.303063,1.668285,13,5,5,1,1,1,0,0,0,0,0,0
"2769",24,2.651532,0.9751375,13,5,5,1,0,1,0,0,0,0,0,0
"2770",35,7.775168,2.050935,5,5,5,0,0,1,0,0,0,0,1,0
"2772",8,12.44027,2.520939,18,18,8,1,1,0,0,1,0,0,0,0
"2773",3,10.66926,2.367367,13,13,8,1,0,0,0,1,0,0,0,1
"2774",10,5.580842,1.71934,8,0,0,1,1,0,0,1,0,0,0,0
"2775",16,9.027834,2.200312,13,5,0,1,1,0,0,1,0,0,0,1
"2776",12,9.027834,2.200312,13,13,8,1,0,0,0,1,0,0,0,1
"2777",34,8.617478,2.153793,0,0,0,1,1,0,0,1,0,0,0,1
"2778",27,9.848546,2.287324,8,8,8,1,1,0,0,1,0,0,0,0
"2779",9,11.81825,2.469645,8,13,8,1,0,0,0,1,1,0,0,0
"2781",28,14.77282,2.692789,13,5,5,1,0,1,0,0,0,0,0,1
"2782",7,13.60654,2.610551,13,8,5,1,1,0,1,0,0,0,0,1
"2783",8,17.04556,2.83589,18,18,13,0,1,1,0,0,1,0,0,1
"2784",19,6.976053,1.942483,8,5,0,1,1,0,0,1,0,0,0,1
"2785",28,5.944301,1.782433,8,5,5,1,1,0,1,0,0,0,1,0
"2787",21,11.07961,2.405107,13,5,5,1,1,0,0,1,0,0,0,0
"2788",25,18.46602,2.915932,18,5,5,1,0,0,0,1,0,0,0,1
"2789",18,6.565698,1.881859,8,5,5,1,1,0,0,1,0,1,0,0
"2790",9,8.863692,2.181963,8,0,0,1,1,0,0,1,0,0,0,0
"2791",31,5.909128,1.776498,5,5,5,1,0,0,1,0,0,0,1,0
"2795",8,5.909128,1.776498,8,0,5,0,1,0,1,0,0,0,1,0
"2796",33,6.647769,1.894281,0,5,0,0,0,1,0,0,1,0,0,1
"2797",1,7.386409,1.999642,13,13,8,1,1,0,0,1,0,0,1,0
"2798",7,9.233012,2.222785,13,13,5,1,1,0,0,1,0,0,0,0
"2799",8,11.07961,2.405107,13,5,8,1,1,0,1,0,0,0,1,0
"2800",5,8.863691,2.181963,13,8,5,1,0,0,1,0,0,0,1,0
"2801",10,11.81826,2.469646,11,5,13,1,1,1,0,0,0,0,0,0
"2802",7,20.51781,3.021293,18,8,5,1,0,0,0,1,0,0,0,1
"2803",13,9.43819,2.244764,13,5,5,1,0,1,0,0,0,0,0,1
"2804",35,9.06887,2.204848,5,5,5,0,1,0,0,1,0,0,0,1
"2805",18,15.51146,2.741579,13,8,8,1,1,1,0,0,0,0,0,0
"2806",6,11.81825,2.469645,13,5,5,1,0,1,0,0,0,0,0,1
"2807",5,7.681866,2.038862,13,8,5,1,1,0,0,1,0,0,1,0
"2808",14,10.2589,2.328146,13,8,8,1,1,0,0,1,0,0,0,1
"2809",2,2.954564,1.083351,18,8,8,1,0,0,0,1,0,0,0,1
"2810",6,8.207122,2.105002,13,13,5,0,0,0,0,1,0,0,0,1
"2811",3,5.539807,1.71196,8,8,5,1,1,0,0,1,0,0,0,0
"2812",14,10.15631,2.318096,8,5,5,1,1,0,0,1,0,0,0,1
"2813",1,6.001458,1.792002,13,5,5,1,0,0,0,1,0,0,0,0
"2814",6,8.535407,2.144223,16,13,18,1,1,0,0,1,0,0,1,0
"2815",5,3.693205,1.306495,11,5,5,1,1,0,0,1,0,0,1,0
"2816",11,2.215923,0.795669,8,0,0,1,0,0,0,1,0,0,0,0
"2817",14,6.972771,1.942013,13,5,5,1,0,1,0,0,0,0,0,1
"2818",8,5.539807,1.71196,13,5,0,1,1,1,0,0,0,0,1,0
"2819",6,7.201749,1.974324,13,8,8,1,0,1,0,0,0,0,0,0
"2820",8,13.29554,2.587428,13,13,13,1,1,1,0,0,0,0,1,0
"2821",12,7.386409,1.999642,8,0,0,1,1,0,0,1,0,0,1,0
"2822",26,8.494371,2.139404,5,5,5,1,1,0,1,0,0,0,1,0
"2823",11,8.371264,2.124805,8,5,5,1,0,0,1,0,0,0,1,0
"2824",11,7.460274,2.009592,8,5,5,1,1,1,0,0,0,0,1,0
"2825",9,7.497206,2.01453,8,5,5,1,0,1,0,0,0,0,1,0
"2826",10,19.69709,2.980471,13,13,8,1,1,1,0,0,0,0,0,0
"2827",26,13.19002,2.57946,13,5,5,0,0,1,0,0,0,0,0,1
"2829",7,10.60613,2.361432,13,5,5,1,1,0,1,0,0,0,0,1
"2830",2,5.244351,1.657151,13,8,8,1,0,1,0,0,0,0,1,0
"2831",5,7.386409,1.999642,13,13,5,1,0,1,0,0,0,0,1,0
"2832",12,8.863691,2.181963,8,5,5,1,1,1,0,0,0,0,1,0
"2833",3,6.976053,1.942483,8,0,0,1,1,0,0,1,0,0,0,0
"2834",15,6.309225,1.842013,5,5,0,0,1,0,0,1,0,0,0,0
"2835",7,8.552685,2.146245,11,0,0,1,0,1,0,0,0,0,0,0
"2836",5,8.001944,2.079684,8,8,8,0,0,1,0,0,1,0,0,0
"2837",7,8.4123,2.129695,13,8,5,1,1,1,0,0,0,0,0,1
"2838",8,10.34918,2.336907,13,18,18,1,0,1,0,0,0,0,0,1
"2839",10,7.681866,2.038862,8,5,0,1,1,1,0,0,0,0,1,0
"2840",5,10.71029,2.371205,11,8,8,1,0,1,0,0,0,0,0,0
"2841",13,7.201749,1.974324,8,13,5,1,1,1,0,0,0,0,1,0
"2842",4,8.181869,2.101921,13,5,5,1,0,1,0,0,0,0,0,1
"2843",9,7.201749,1.974324,11,5,5,1,1,1,0,0,0,0,1,0
"2844",3,7.386409,1.999642,13,5,5,1,0,1,0,0,0,0,1,0
"2845",16,9.233012,2.222785,13,5,5,1,1,0,0,1,0,0,1,0
"2846",7,8.863691,2.181963,13,5,5,1,1,0,0,1,0,0,0,1
"2847",10,4.174927,1.429097,8,5,5,1,0,0,0,1,0,0,0,0
"2848",0,10.8334,2.382634,8,8,5,1,1,0,0,1,0,0,0,0
"2849",10,15.36373,2.73201,18,8,5,0,1,1,0,0,0,0,0,1
"2850",17,8.617478,2.153793,13,13,5,0,0,0,0,1,0,0,0,1
"2851",3,9.848546,2.287324,18,8,8,1,0,0,0,1,0,0,0,1
"2852",5,8.207122,2.105002,13,8,8,1,0,0,1,0,0,0,0,1
"2853",10,8.125051,2.094952,13,8,8,1,1,1,0,0,0,0,1,0
"2854",8,7.386409,1.999642,13,5,5,1,0,1,0,0,0,0,1,0
"2855",10,6.943225,1.937766,8,5,5,1,1,1,0,0,0,0,1,0
"2856",2,6.943225,1.937766,13,13,8,1,0,1,0,0,0,0,1,0
"2857",5,8.642099,2.156646,8,13,13,1,1,1,0,0,0,0,1,0
"2858",5,5.281283,1.664169,13,5,5,1,0,1,0,0,0,0,1,0
"2859",13,11.07961,2.405107,13,8,8,1,1,0,1,0,0,0,0,0
"2860",10,9.191977,2.218331,18,8,5,1,1,1,0,0,0,0,0,0
"2861",10,13.21778,2.581563,8,5,5,1,1,0,1,0,0,0,0,1
"2862",5,9.848546,2.287324,13,8,5,1,0,1,0,0,0,0,0,1
"2863",28,15.59353,2.746856,13,8,8,1,1,0,0,1,0,0,0,0
"2864",28,17.23496,2.84694,13,13,13,1,0,0,0,1,0,0,0,0
"2866",1,8.617478,2.153793,13,8,5,1,0,1,0,0,0,0,0,1
"2867",5,7.681866,2.038862,13,5,8,1,1,1,0,0,0,0,1,0
"2868",7,6.278448,1.837123,8,8,8,1,0,1,0,0,0,0,1,0
"2869",20,6.721633,1.905331,8,5,0,0,1,0,1,0,0,0,1,0
"2870",3,10.2589,2.404181,13,18,18,1,0,0,0,1,0,0,0,1
"2871",5,4.985826,1.606599,11,5,5,1,1,0,0,1,0,0,1,0
"2872",9,4.911963,1.591674,5,5,5,0,0,0,0,1,0,0,0,0
"2873",10,6.50004,1.871808,11,5,5,1,1,1,0,0,0,0,1,0
"2874",6,7.75573,2.048432,13,5,5,1,0,1,0,0,0,0,1,0
"2875",4,6.647768,1.894281,13,5,5,1,1,0,0,1,0,0,0,0
"2876",4,11.97796,2.483068,13,8,8,1,0,0,0,1,0,0,0,0
"2877",6,5.580842,1.71934,13,13,8,1,0,0,1,0,0,0,1,0
"2878",1,8.686418,2.161761,13,13,8,1,1,1,0,0,0,0,1,0
"2879",11,14.10133,2.646269,13,8,8,1,0,1,0,0,0,0,0,1
"2880",7,11.81826,2.469646,18,5,5,1,1,1,0,0,0,0,1,0
"2881",12,8.125051,2.094952,13,8,5,1,1,0,1,0,0,0,0,0
"2882",8,6.331208,1.845491,13,5,5,1,0,0,1,0,0,0,0,0
"2883",2,5.170487,1.642967,13,0,5,1,0,0,1,0,1,0,0,0
"2884",1,14.77282,2.692789,13,18,13,1,1,1,0,0,0,1,0,0
"2885",2,9.306875,2.230753,8,5,5,1,1,0,0,1,1,0,0,0
"2886",0,3.446991,1.237502,5,5,5,1,0,0,0,1,1,0,0,0
"2887",5,11.07961,2.405107,18,13,13,1,1,0,0,1,0,0,0,0
"2888",5,7.386409,1.999642,8,5,5,1,1,0,0,1,0,0,0,0
"2889",4,9.848546,2.287324,13,5,5,1,0,0,0,1,0,0,0,1
"2890",11,9.302884,2.230325,13,8,13,0,0,1,0,0,0,0,0,1
"2891",4,6.331208,1.845491,8,13,8,1,0,1,0,0,0,0,0,0
"2893",10,8.863691,2.181963,13,5,5,1,1,1,0,0,0,0,0,0
"2894",10,11.07961,2.405107,13,13,13,1,0,1,0,0,0,0,0,0
"2895",6,8.309711,2.117425,8,5,8,1,1,0,1,0,0,0,0,0
"2896",18,16.98874,2.832551,13,5,5,1,1,0,1,0,0,0,0,1
"2897",2,14.4035,2.667471,18,8,5,0,1,1,0,0,0,0,0,0
"2898",14,8.863691,2.181963,13,8,13,1,0,0,1,0,0,0,0,0
"2899",18,12.5569,2.53027,13,0,0,1,1,1,0,0,0,0,0,0
"2900",9,16.41424,2.79815,18,18,13,1,0,0,0,1,0,0,0,1
"2901",10,7.632623,2.032432,8,5,0,1,1,0,0,1,0,0,0,0
"2902",30,8.863691,2.181963,8,5,5,1,1,0,0,1,0,0,1,0
"2903",16,10.10772,2.313299,11,5,5,1,1,0,0,1,0,0,0,1
"2904",13,12.44027,2.520939,13,5,5,1,1,0,0,1,0,0,0,1
"2905",7,6.976053,1.942483,13,5,5,1,1,0,0,1,0,0,0,1
"2906",4,5.744986,1.748327,13,13,13,1,0,0,0,1,0,0,0,1
"2907",25,8.617478,2.153793,8,5,5,1,1,0,0,1,0,0,0,0
"2909",7,10.76305,2.376119,8,5,5,1,1,0,0,1,0,0,0,1
"2911",30,9.848546,2.287324,11,0,5,1,1,0,0,1,0,0,0,1
"2912",26,13.29554,2.587428,13,0,5,1,1,0,0,1,0,0,0,1
"2913",5,9.027834,2.200312,8,0,0,1,1,0,0,1,0,0,0,1
"2914",35,8.163926,2.099725,5,0,0,1,1,0,0,1,0,0,1,0
"2916",5,9.848546,2.287324,13,5,5,0,0,0,0,1,0,0,0,1
"2917",19,8.207122,2.105002,5,0,0,0,1,0,0,1,0,0,0,1
"2918",37,20.09103,3.000274,13,5,8,0,1,0,0,1,0,0,0,1
"2920",4,5.4167,1.689487,5,5,5,1,1,0,0,1,0,0,0,0
"2921",20,9.027834,2.200312,8,5,5,1,1,0,0,1,0,0,0,1
"2922",22,9.027834,2.200312,8,5,5,1,0,0,0,1,0,0,0,1
"2923",25,8.207122,2.105002,13,5,8,1,0,0,0,1,0,0,0,1
"2924",18,9.75006,2.277273,5,5,5,1,1,0,0,1,0,0,0,0
"2925",24,19.69709,2.980471,13,5,5,1,1,0,0,1,0,0,0,1
"2926",24,13.59099,2.609407,13,5,5,1,0,0,0,1,0,0,0,1
"2927",35,11.07961,2.405107,8,5,0,1,1,0,0,1,0,0,0,1
"2928",25,16.46114,2.801003,8,0,0,1,1,0,0,1,0,0,1,0
"2929",10,12.40917,2.518435,13,0,0,1,0,0,0,1,0,0,0,1
"2930",26,5.681853,1.737278,5,5,5,1,1,0,0,1,0,0,0,1
"2931",20,4.554953,1.516215,5,0,0,1,1,0,0,1,0,1,0,0
"2932",25,4.554953,1.516215,5,0,0,1,0,0,0,1,0,1,0,0
"2933",28,6.278448,1.837123,0,0,0,1,1,0,0,1,0,0,0,0
"2934",35,5.909128,1.776498,0,0,0,1,1,0,0,1,0,1,0,0
"2935",15,3.545476,1.265673,0,0,0,1,0,0,0,1,0,1,0,0
"2936",25,8.863691,2.181963,5,0,0,1,1,0,0,1,0,0,1,0
"2937",8,8.089877,2.090614,8,0,0,1,1,0,0,1,0,0,0,0
"2938",6,3.693205,1.306495,13,5,0,1,0,0,0,1,0,1,0,0
"2939",12,6.647768,1.894281,8,5,5,1,0,0,0,1,0,1,0,0
"2940",22,8.207122,2.105002,13,0,0,0,0,0,0,1,0,0,0,1
"2944",6,8.272779,2.11297,13,13,8,1,0,0,0,1,1,0,1,0
"2945",25,14.77282,2.692789,13,8,5,1,1,0,0,1,0,0,1,0
"2946",18,14.77282,2.692789,13,8,5,1,1,0,0,1,0,0,0,0
"2947",23,11.48997,2.441475,13,8,5,1,0,0,0,1,0,0,0,1
"2950",35,5.909127,1.776498,5,5,5,1,1,0,0,1,0,1,0,0
"2951",31,11.46167,2.439008,13,5,5,1,0,0,0,1,0,0,0,1
"2953",4,3.376644,1.216882,8,5,5,0,0,0,0,1,1,0,0,0
"2954",25,9.971653,2.299746,13,5,5,1,1,0,0,1,0,0,1,0
"2955",12,20.68195,3.029261,18,8,8,1,0,0,0,1,0,0,0,1
"2956",30,11.07961,2.405107,8,5,0,1,1,0,0,1,0,0,0,1
"2958",6,9.32798,2.233018,18,0,0,1,1,0,0,1,0,0,0,1
"2960",0,7.235667,1.979023,5,0,0,1,1,0,0,1,0,0,0,0
"2961",32,7.694177,2.040464,13,13,5,1,1,0,0,1,0,0,0,1
"2962",31,22.40544,3.109304,18,5,13,1,1,0,0,1,0,0,0,1
"2963",14,6.296035,1.83992,13,13,5,1,0,0,0,1,0,0,0,1
"2964",16,8.513809,2.14169,13,5,0,1,0,0,0,1,0,0,0,1
"2965",29,7.681866,2.038862,13,5,0,1,1,0,0,1,0,0,0,1
"2966",22,14.38406,2.666121,13,5,5,1,1,0,0,1,0,0,0,1
"2967",20,10.2589,2.328146,13,0,5,1,0,0,0,1,0,0,0,1
"2968",15,8.925244,2.188884,8,8,5,1,1,0,0,1,0,0,0,1
"2969",10,6.801652,1.917166,8,0,0,1,1,0,0,1,0,0,0,0
"2970",13,12.26965,2.507128,13,0,0,1,1,0,0,1,0,0,0,1
"2971",5,9.602332,2.262006,16,18,13,0,1,0,0,1,1,0,0,1
"2972",26,9.233012,2.222785,8,5,5,1,1,1,0,0,0,0,1,0
"2973",3,8.371264,2.124805,8,5,5,1,0,1,0,0,1,0,1,0
"2974",35,9.971653,2.299746,5,5,5,0,0,1,0,0,0,0,1,0
"2979",22,8.863691,2.181963,8,5,5,0,1,1,0,0,0,0,1,0
"2980",29,15.55034,2.744082,13,5,5,0,0,1,0,0,0,0,0,1
"2982",11,10.71029,2.371205,13,5,5,1,1,1,0,0,0,0,0,1
"2983",13,9.602332,2.262006,13,5,5,1,0,1,0,0,0,0,0,1
"2984",9,7.386409,1.999642,8,5,5,1,0,1,0,0,0,0,0,1
"2985",6,9.132288,2.211816,18,5,5,1,1,1,0,0,0,0,1,0
"2986",25,9.233012,2.222785,8,0,0,1,1,1,0,0,0,0,0,1
"2987",17,10.66926,2.367367,8,8,8,1,1,1,0,0,0,0,0,1
"2988",6,5.909128,1.776498,8,8,8,1,0,1,0,0,1,1,0,0
"2989",7,3.200778,1.163394,11,5,5,1,0,1,0,0,0,0,0,0
"2990",24,14.03418,2.641496,13,5,5,1,1,1,0,0,0,0,0,0
"2991",4,5.7614,1.75118,13,8,13,0,1,1,0,0,0,0,0,0
"2993",15,7.312546,1.989591,5,0,0,1,1,1,0,0,0,0,0,0
"2996",8,8.617478,2.153793,8,5,5,1,1,1,0,0,0,0,0,1
"2997",33,10.66926,2.367367,8,0,0,1,1,1,0,0,0,0,0,1
"2998",22,9.330201,2.233257,13,5,8,1,0,1,0,0,0,0,0,1
"3000",36,24.00583,3.178297,13,0,5,1,1,1,0,0,0,0,0,0
"3002",6,8.617478,2.124805,13,5,5,1,0,1,0,0,0,0,0,1
"3003",6,7.090953,1.95882,8,5,8,1,1,1,0,0,1,0,0,0
"3005",30,4.727302,1.553355,8,0,0,0,0,0,0,1,0,0,0,1
"3006",5,3.200778,1.163394,13,5,5,1,1,0,0,1,0,0,0,0
"3007",17,9.191977,2.218331,8,5,5,1,1,1,0,0,0,0,0,1
"3008",13,8.001944,2.079684,8,5,5,1,0,1,0,0,0,0,0,1
"3010",20,8.748792,2.168916,8,5,5,0,1,1,0,0,0,0,0,1
"3012",29,9.848546,2.287324,13,8,5,1,1,1,0,0,0,0,0,1
"3013",17,20.31263,3.011243,13,8,8,1,1,1,0,0,0,0,0,0
"3014",11,12.31068,2.510467,13,8,8,1,0,1,0,0,0,0,0,1
"3015",25,9.848546,2.287324,8,0,0,1,1,0,0,1,0,0,0,1
"3019",22,69.64329,4.243386,13,8,5,0,0,0,0,1,0,0,0,0
"3020",30,9.602332,2.262006,5,0,0,1,1,0,0,1,0,0,1,0
"3021",20,6.976053,1.942483,5,0,0,1,0,0,0,1,0,0,0,1
"3022",12,9.027834,2.200312,13,5,5,1,0,0,0,1,0,0,0,1
"3024",40,7.38641,1.999642,8,0,0,1,1,0,0,1,0,0,0,1
"3025",18,6.976053,1.942483,8,0,0,1,0,0,0,1,0,0,0,1
"3026",9,9.43819,2.244764,11,5,5,1,1,0,0,1,0,0,0,1
"3027",8,9.43819,2.244764,11,5,5,1,0,0,0,1,0,0,0,1
"3028",14,10.2589,2.328146,13,5,5,1,1,0,0,1,0,0,0,1
"3030",17,18.46602,2.915932,18,13,13,1,1,0,0,1,0,0,0,1
"3031",19,16.00389,2.772832,13,13,13,1,0,0,0,1,0,0,0,1
"3032",8,12.31068,2.510467,13,5,5,1,1,0,0,1,0,0,0,0
"3033",5,9.848546,2.287324,13,5,5,1,0,0,0,1,0,0,0,1
"3034",22,24.62136,3.203614,18,8,8,0,1,0,0,1,0,0,0,1
"3036",0,7.386409,1.999642,13,5,5,1,1,0,0,1,0,0,0,0
"3039",28,9.469756,2.248103,8,5,0,1,1,0,1,0,0,0,0,1
"3040",7,6.976053,1.942483,11,5,13,1,0,0,1,0,0,0,0,1
"3042",20,8.863691,2.181963,13,0,0,1,1,0,0,1,0,0,0,0
"3043",25,7.468481,2.010692,5,5,0,1,0,0,1,0,0,0,0,1
"3044",30,8.863691,2.181963,8,0,0,1,1,0,1,0,0,0,0,0
"3045",22,6.647768,1.894281,5,0,0,1,0,0,1,0,0,0,0,0
